field,ra,dec,ebv
1761,247.73246,44.15,0.012788558378815651
1762,256.97954,44.15,0.028591157868504524
1763,266.22662,44.15,0.04701662063598633
1764,275.47369,44.15,0.059287529438734055
1765,284.72077,44.15,0.08783341199159622
1766,293.96785,44.15,0.2072129100561142
1771,340.05646,44.15,0.19215019047260284
1772,349.29702,44.15,0.1674443930387497
1773,358.27277,44.15,0.10043297708034515
1774,2.41694,51.35,0.18231742084026337
1775,12.04202,51.35,0.2304680347442627
1777,32.0888,51.35,0.19171267747879028
1782,82.71148,51.35,0.2266063392162323
1783,93.19106,51.35,0.17388790845870972
1784,103.77528,51.35,0.08347449451684952
1785,114.0082,51.35,0.06246298551559448
1786,124.44044,51.35,0.050899259746074677
1787,134.87268,51.35,0.024517061188817024
1788,145.30492,51.35,0.01418218668550253
1789,155.73716,51.35,0.017306998372077942
1790,166.1509,51.35,0.016831638291478157
1791,176.60164,51.35,0.018190935254096985
1792,187.03388,51.35,0.022611014544963837
1793,197.46612,51.35,0.015910133719444275
1794,207.89836,51.35,0.012208765372633934
1795,218.3306,51.35,0.013436864130198956
1796,228.76284,51.35,0.02200371026992798
1797,239.19508,51.35,0.020360475406050682
1798,249.56881,51.35,0.030062923207879066
1799,260.05956,51.35,0.039901696145534515
1800,270.4918,51.35,0.0552041120827198
1801,280.92404,51.35,0.054098233580589294
1802,291.35628,51.35,0.1530883014202118
1803,301.78852,51.35,0.188820019364357
1807,342.47474,51.35,0.20912276208400726
1808,352.4112,51.35,0.2389649897813797
1816,90.98986,58.55,0.10221002250909805
1817,102.98986,58.55,0.062193095684051514
1818,115.06828,58.55,0.06467080116271973
1819,126.98986,58.55,0.1662689596414566
1820,138.98986,58.55,0.04515140876173973
1821,150.74265,58.55,0.01628546603024006
1822,163.18423,58.55,0.01388679537922144
1823,174.98986,58.55,0.014598025009036064
1824,186.98986,58.55,0.01806098408997059
1825,198.76305,58.55,0.011430719867348671
1826,210.98986,58.55,0.01782817579805851
1827,222.98986,58.55,0.015562465414404869
1828,234.98986,58.55,0.01574193686246872
1829,246.98986,58.55,0.015195670537650585
1830,258.98986,58.55,0.029133040457963943
1831,270.98986,58.55,0.05090218782424927
1832,283.18423,58.55,0.05167040601372719
1833,294.98986,58.55,0.0930146872997284
1844,83.87953,65.75,0.20644204318523407
1845,98.77722,65.75,0.0827273353934288
1846,113.87953,65.75,0.05075079947710037
1847,128.90751,65.75,0.0708736926317215
1848,143.87953,65.75,0.13874320685863495
1849,158.87953,65.75,0.018233120441436768
1850,173.87953,65.75,0.01720372959971428
1851,188.79757,65.75,0.030781779438257217
1852,203.87953,65.75,0.03519914299249649
1853,218.77723,65.75,0.0197884701192379
1854,233.87953,65.75,0.03837242349982262
1855,248.90752,65.75,0.035397280007600784
1856,263.87953,65.75,0.048857785761356354
1857,278.87953,65.75,0.08033386617898941
1858,293.87953,65.75,0.10292530059814453
1859,308.79758,65.75,0.29916778206825256
1865,52.43831,72.95,0.22662176191806793
1866,72.43831,72.95,0.16521196067333221
1867,92.43831,72.95,0.14116378128528595
1868,112.43831,72.95,0.030932921916246414
1869,132.48467,72.95,0.10776804387569427
1870,152.43831,72.95,0.0767604410648346
1871,172.43831,72.95,0.03865767642855644
1872,192.43831,72.95,0.029588529840111732
1873,212.43831,72.95,0.021997539326548576
1874,232.43831,72.95,0.03735502064228058
1875,252.48468,72.95,0.049442268908023834
1876,272.43831,72.95,0.06278181076049805
1877,292.43831,72.95,0.14217188954353333
1881,7.95311,80.15,0.22201518714427948
1882,35.16493,80.15,0.1487649828195572
1883,62.85724,80.15,0.09991360455751419
1884,90.54955,80.15,0.10401085764169693
1885,118.24185,80.15,0.04229278117418289
1886,145.93416,80.15,0.03179476037621498
1887,173.62647,80.15,0.05879650637507439
1888,201.31878,80.15,0.0321519710123539
1889,229.01109,80.15,0.03977889195084572
1890,256.70339,80.15,0.06745709478855133
1891,284.3957,80.15,0.08087651431560516
1892,311.97099,80.15,0.11613206565380096
1893,339.20093,80.15,0.09872771054506302
1894,90.0,88.5,0.28864237666130066
1895,240.0,88.5,0.10661408305168152
1896,90.0,87.4,0.23098018765449524
1897,240.0,87.4,0.11624791473150253
